,x,y,label
0,0.10720610260021056,-0.44733414023720575,1
1,-0.15614488190987136,0.7563928167356421,0
2,-0.24480019849498297,0.5174151585585842,0
3,-0.7216342239479345,-0.6106939605957795,1
4,0.09220881301472582,0.6180927661904669,0
5,-0.4607790981627489,0.040417196690755275,1
6,0.40427268091265683,-0.6298043471604601,1
7,0.35615537759487453,0.06804246205834937,0
8,0.2888759334844804,-0.9673834226953002,1
9,0.1991079872111102,-0.37885621273335124,1
10,0.5557723134037981,0.7208065241549559,0
11,0.18936181130516874,-0.6394857439846451,1
12,0.34941277861466363,-0.07820588836203926,1
13,-0.2302009547876711,0.6020416707694767,0
14,-0.6006954955697656,0.9057274806038879,0
15,-0.1218994606017691,0.2680218945138506,0
16,-0.26805735378119155,0.010539207752727014,1
17,-0.23549640194538501,0.6089948345911954,0
18,-0.24211125756726531,0.6802689548546206,0
19,0.05041225708940188,-0.6971660546794305,1
20,0.3417753238291953,0.62642082198933,0
21,0.038163488405770656,-0.4799300633962162,1
22,-0.21514927120619215,-0.6248939786117391,1
23,-0.0890303775608355,0.5055132907320116,0
24,-0.16571284710830617,-0.668298238972833,1
25,0.10597353932776288,-0.3087034250063235,1
26,0.7173422705795696,0.18761242155350455,0
27,-0.1591712539303361,-0.8320420893370191,1
28,-0.344472985594131,0.7388344395382048,0
29,0.18267811240969375,0.42923394909316426,0
30,0.1569504429686333,-0.3032407841138902,1
31,-0.2667689340760843,0.6372600079484176,0
32,0.09337960845476567,-0.45025595324487216,1
33,-0.27772820823130123,0.33533912509493147,0
34,-0.2366374623934024,-0.5671265994339768,1
35,-0.010116406521294655,0.01311519486939245,1
36,-0.10279460798519494,-0.4136287458351419,1
37,-0.016578851054078622,-0.5302639832771529,1
38,-0.05376926498416558,0.5870083533475344,0
39,0.6213232653941073,0.4333818986731741,0
40,-0.3778269027113608,-0.4019564409440066,1
41,0.33496234408959724,0.3909251598834772,0
42,0.7180370285264948,0.33998698518083587,0
43,0.0576390390215703,0.19703051481111236,0
44,-0.1335787896157195,-0.6769216969573761,1
45,0.1399989168201055,0.60481035040731,0
46,-0.12032871521354313,-0.058823723327026074,1
47,0.9999999999999999,0.4400859949705761,0
48,-0.2847951811976988,0.9754187329196973,0
49,-0.5173045090501941,0.3768552273765043,0
50,-0.18943836674474168,-0.6349047153638779,1
51,0.8055501043637378,-0.44512272834297495,1
52,0.5130642725171063,0.5412230797720455,0
53,0.19171861370014534,-0.8240520739033642,1
54,-0.15825253159097913,0.27005636586043036,0
55,-0.21290001958572827,0.3260585416948949,0
56,-0.051334748024550125,-0.1920768362715681,1
57,-0.04685235291942391,-0.5971316178900293,1
58,0.032634049086526964,-0.3976874936170565,1
59,0.5244607595091392,-0.46209286051399423,1
60,-0.34182445218091917,0.25684558709577443,0
61,0.5032541533078426,-0.9481528717665949,1
62,-0.0577871040482025,-0.4702271423749546,1
63,0.025568588647353393,0.2579788069065017,0
64,0.32503684737113886,0.6884567412397126,0
65,9.327452276890885e-05,0.9810632922733865,0
66,-0.15101991396550102,0.4918035872086364,0
67,0.17783984374156295,-0.47240725587459165,1
68,-0.07800031564318867,-0.7048812894401324,1
69,-0.13924210414601745,-0.5752034945544379,1
70,-0.23966985388655104,-0.39140804468176277,1
71,-0.25531747169292457,0.6010174904176463,0
72,0.40833607805929334,0.45036866843422163,0
73,0.12800200397216638,0.6360636444687905,0
74,-0.45065463224087066,-0.6184053500897767,1
75,-0.2851648138495413,0.4594136084167479,0
76,-0.1255241707965391,-0.1069959460685207,1
77,0.15096908366293593,-0.0708417019009152,1
78,0.16979774020378124,-0.4001178965281085,1
79,0.5187751883880879,-0.4776253915489677,1
80,0.399499856327784,0.914476320587189,0
81,0.31870960703431234,0.2726945758321234,0
82,-0.24103650372418323,-0.49652043468446794,1
83,0.060114159992959104,-0.5909472215437188,1
84,0.03360157317628314,0.5522184846676598,0
85,-0.15808669450254725,0.6508218234148568,0
86,-0.07831955185660146,0.465615419113825,0
87,-0.009634392920202725,0.4111865544144078,0
88,0.00206912249339522,-0.6306263684199179,1
89,-0.021723043967949815,0.4071114484330189,0
90,0.08932995036020852,0.28480712540234293,0
91,-0.4125167773694351,0.5111731609990275,0
